Product Category,Quantity,Unit Price,Total Price,Order Date,Payment Type,Order Status
Home & Kitchen,1,474.8996001,474.8996001,2023-12-18,Credit Card,Completed
Electronics,3,230.3779906,691.1339719,2023-12-03,Debit Card,Completed
Electronics,5,78.6174993,393.0874965,2023-04-23,PayPal,Refunded
Sports & Outdoors,5,242.97552,1214.8776,2023-02-16,Credit Card,Refunded
Home & Kitchen,3,101.0030708,303.0092123,2023-05-12,Debit Card,Cancelled
Sports & Outdoors,4,379.2281528,1516.912611,2023-10-30,Debit Card,Refunded
Clothing,5,176.5803238,882.901619,2023-01-07,Gift Card,Refunded
Home & Kitchen,4,124.2494609,496.9978437,2023-08-06,PayPal,Pending
Clothing,2,230.7746339,461.5492678,2023-01-25,Gift Card,Completed
Clothing,1,207.2086008,207.2086008,2023-08-01,Debit Card,Pending
Sports & Outdoors,4,352.391008,1409.564032,2023-03-02,Gift Card,Refunded
Books,3,347.061139,1041.183417,2023-05-26,Credit Card,Cancelled
Beauty & Health,2,145.3706343,290.7412686,2023-09-18,Gift Card,Refunded
Home & Kitchen,4,338.8365286,1355.346115,2023-05-28,Debit Card,Pending
Home & Kitchen,4,193.3953784,773.5815136,2023-05-15,PayPal,Refunded
Books,4,382.3591057,1529.436423,2023-07-21,Debit Card,Refunded
Electronics,4,313.1687694,1252.675078,2023-09-11,Credit Card,Completed
Electronics,2,400.5647541,801.1295082,2023-10-03,PayPal,Cancelled
Sports & Outdoors,2,16.7846254,33.5692508,2023-05-28,Credit Card,Completed
Clothing,3,133.5810861,400.7432584,2023-06-07,Debit Card,Completed
Home & Kitchen,5,111.5407565,557.7037823,2023-11-05,PayPal,Completed
Electronics,2,319.1742233,638.3484465,2023-09-11,Debit Card,Cancelled
Beauty & Health,2,469.5149111,939.0298222,2023-10-17,Gift Card,Cancelled
Home & Kitchen,4,194.2269274,776.9077097,2023-08-17,PayPal,Cancelled
Home & Kitchen,1,474.2487306,474.2487306,2023-07-29,Credit Card,Completed
Beauty & Health,4,330.5493294,1322.197318,2023-03-05,PayPal,Cancelled
Beauty & Health,5,425.8038271,2129.019136,2023-02-21,Debit Card,Refunded
Sports & Outdoors,1,63.98312495,63.98312495,2023-11-20,Credit Card,Completed
Books,1,363.6883938,363.6883938,2023-11-26,Debit Card,Refunded
Electronics,3,450.6289096,1351.886729,2023-12-25,PayPal,Completed
Beauty & Health,5,411.7042683,2058.521341,2023-12-22,Gift Card,Completed
Electronics,4,173.4911475,693.96459,2023-02-08,Credit Card,Completed
Beauty & Health,2,245.8645023,491.7290047,2023-09-09,Credit Card,Cancelled
Beauty & Health,3,345.9195815,1037.758745,2023-04-03,PayPal,Refunded
Books,4,390.4205707,1561.682283,2023-02-25,Gift Card,Refunded
Electronics,2,217.2138385,434.427677,2023-06-22,PayPal,Refunded
Books,1,224.1288035,224.1288035,2023-01-27,Credit Card,Completed
Home & Kitchen,5,374.9207168,1874.603584,2023-01-03,Gift Card,Refunded
Electronics,4,315.7572021,1263.028808,2023-11-03,Debit Card,Completed
Beauty & Health,2,338.7142876,677.4285753,2023-10-29,Gift Card,Cancelled
Beauty & Health,1,472.8698402,472.8698402,2023-09-26,PayPal,Completed
Clothing,3,392.6973904,1178.092171,2023-07-07,Debit Card,Cancelled
Electronics,4,462.1082814,1848.433126,2023-04-15,Debit Card,Refunded
Clothing,5,52.43241541,262.1620771,2023-06-21,Gift Card,Cancelled
Clothing,5,419.2959158,2096.479579,2023-09-25,Debit Card,Pending
Sports & Outdoors,2,215.7355538,431.4711077,2023-04-30,Credit Card,Pending
Electronics,4,124.7526183,499.010473,2023-06-25,PayPal,Refunded
Books,2,44.46112368,88.92224736,2023-04-18,Debit Card,Completed
Electronics,5,102.6032769,513.0163846,2023-09-23,Credit Card,Pending
Books,4,308.0763552,1232.305421,2023-07-25,Gift Card,Cancelled
Electronics,1,482.5879683,482.5879683,2023-08-11,Credit Card,Cancelled
Books,5,248.9858759,1244.92938,2023-07-11,Debit Card,Refunded
Books,2,417.4979801,834.9959603,2023-04-21,Credit Card,Pending
Clothing,5,471.7484724,2358.742362,2023-04-29,PayPal,Completed
Sports & Outdoors,3,397.5859317,1192.757795,2023-06-10,Debit Card,Refunded
Home & Kitchen,2,253.7193025,507.4386051,2023-01-21,Gift Card,Completed
Sports & Outdoors,4,289.9251324,1159.70053,2023-08-21,Debit Card,Cancelled
Clothing,4,395.2793967,1581.117587,2023-02-01,Debit Card,Pending
Sports & Outdoors,1,420.3150626,420.3150626,2023-03-25,PayPal,Completed
Electronics,5,56.01397308,280.0698654,2023-07-12,PayPal,Completed
Electronics,2,343.2529605,686.5059211,2023-05-28,PayPal,Cancelled
Books,4,77.42307521,309.6923009,2023-01-25,PayPal,Cancelled
Books,2,73.34045555,146.6809111,2023-02-01,Credit Card,Cancelled
Sports & Outdoors,4,162.7346829,650.9387318,2023-12-18,Debit Card,Refunded
Beauty & Health,3,299.4184962,898.2554886,2023-01-06,Debit Card,Cancelled
Clothing,4,141.7435884,566.9743535,2023-08-24,Credit Card,Pending
Sports & Outdoors,3,438.524454,1315.573362,2023-05-22,PayPal,Pending
Books,3,22.58409138,67.75227413,2023-01-27,Debit Card,Cancelled
Home & Kitchen,2,73.35494018,146.7098804,2023-02-19,Debit Card,Pending
Electronics,3,462.9911561,1388.973468,2023-06-30,Credit Card,Cancelled
Sports & Outdoors,3,208.9332621,626.7997862,2023-11-10,Credit Card,Refunded
Books,5,115.1413954,575.7069771,2023-11-20,Credit Card,Cancelled
Clothing,3,31.61974812,94.85924436,2023-08-04,Credit Card,Refunded
Electronics,4,219.6254802,878.5019209,2023-02-01,Credit Card,Refunded
Home & Kitchen,4,383.2173072,1532.869229,2023-10-11,Credit Card,Refunded
Home & Kitchen,5,319.9266949,1599.633475,2023-12-04,PayPal,Completed
Books,5,191.2937243,956.4686217,2023-12-21,PayPal,Refunded
Home & Kitchen,4,460.5999789,1842.399916,2023-05-31,Debit Card,Completed
Home & Kitchen,4,66.11182732,264.4473093,2023-01-28,Gift Card,Completed
Home & Kitchen,4,54.64997374,218.599895,2023-04-16,Gift Card,Cancelled
Books,3,484.9183032,1454.75491,2023-01-12,Credit Card,Refunded
Sports & Outdoors,2,147.7325489,295.4650977,2023-02-20,PayPal,Refunded
Beauty & Health,2,223.7369802,447.4739604,2023-10-07,Credit Card,Refunded
Home & Kitchen,1,160.0028341,160.0028341,2023-03-13,PayPal,Pending
Home & Kitchen,4,482.1489017,1928.595607,2023-10-15,Gift Card,Cancelled
Books,2,441.3156458,882.6312916,2023-06-24,PayPal,Pending
Home & Kitchen,2,57.61243674,115.2248735,2023-05-21,Gift Card,Completed
Books,5,264.683472,1323.41736,2023-03-01,PayPal,Cancelled
Beauty & Health,4,365.8857328,1463.542931,2023-11-24,PayPal,Pending
Beauty & Health,4,475.2889998,1901.155999,2023-04-22,PayPal,Cancelled
Clothing,1,77.25922193,77.25922193,2023-09-05,Debit Card,Cancelled
Electronics,1,142.2879619,142.2879619,2023-10-26,Credit Card,Refunded
Beauty & Health,5,152.2696272,761.348136,2023-07-10,Gift Card,Cancelled
Books,3,49.59177032,148.775311,2023-03-22,PayPal,Completed
Beauty & Health,2,279.7072696,559.4145392,2023-01-25,PayPal,Pending
Electronics,2,473.1466346,946.2932691,2023-04-11,Credit Card,Pending
Electronics,1,138.812038,138.812038,2023-03-26,Debit Card,Refunded
Sports & Outdoors,4,59.73390683,238.9356273,2023-09-17,Debit Card,Pending
Books,3,283.3072044,849.9216132,2023-12-29,Credit Card,Refunded
Clothing,2,182.8696693,365.7393387,2023-12-04,Debit Card,Pending
Beauty & Health,3,330.6931815,992.0795444,2023-06-06,Debit Card,Cancelled
Electronics,1,325.589915,325.589915,2023-07-16,Credit Card,Refunded
Books,5,319.8710295,1599.355147,2023-04-01,Gift Card,Completed
Clothing,5,438.8566819,2194.28341,2023-02-28,Credit Card,Pending
Beauty & Health,4,438.7474167,1754.989667,2023-09-24,PayPal,Cancelled
Books,4,227.4507918,909.8031674,2023-10-17,PayPal,Completed
Home & Kitchen,2,148.5674005,297.1348009,2023-01-25,Debit Card,Pending
Clothing,5,317.3187176,1586.593588,2023-04-15,Credit Card,Pending
Books,3,181.1380191,543.4140573,2023-11-22,PayPal,Pending
Home & Kitchen,1,154.1058337,154.1058337,2023-12-05,PayPal,Completed
Electronics,4,122.8837046,491.5348186,2023-03-25,Credit Card,Refunded
Electronics,4,404.7186333,1618.874533,2023-06-23,PayPal,Cancelled
Clothing,1,54.27567803,54.27567803,2023-12-04,PayPal,Refunded
Sports & Outdoors,3,103.7632826,311.2898477,2023-04-04,Gift Card,Refunded
Sports & Outdoors,2,172.2313265,344.462653,2023-02-19,Credit Card,Completed
Books,4,248.3828208,993.5312833,2023-05-19,Debit Card,Pending
Electronics,3,463.8939465,1391.681839,2023-09-05,Credit Card,Refunded
Home & Kitchen,2,287.6069897,575.2139794,2023-12-07,Debit Card,Cancelled
Sports & Outdoors,1,487.8471581,487.8471581,2023-01-06,Gift Card,Cancelled
Books,1,72.72010313,72.72010313,2023-05-10,PayPal,Refunded
Sports & Outdoors,4,497.0272462,1988.108985,2023-10-08,Debit Card,Refunded
Beauty & Health,4,292.6928206,1170.771282,2023-10-03,PayPal,Completed
Electronics,2,400.5239625,801.0479251,2023-10-15,Gift Card,Completed
Clothing,4,223.0898616,892.3594465,2023-08-08,Credit Card,Cancelled
Home & Kitchen,3,158.3168385,474.9505156,2023-08-03,Credit Card,Completed
Clothing,3,229.0270858,687.0812573,2023-07-02,Credit Card,Refunded
Beauty & Health,2,436.6732573,873.3465147,2023-09-01,Gift Card,Pending
Books,4,487.2428502,1948.971401,2023-03-10,Credit Card,Completed
Books,3,456.8793978,1370.638194,2023-06-20,Credit Card,Completed
Sports & Outdoors,2,381.9057732,763.8115463,2023-05-20,PayPal,Completed
Home & Kitchen,1,16.62274654,16.62274654,2023-03-21,Credit Card,Cancelled
Beauty & Health,3,305.2429045,915.7287134,2023-04-24,Credit Card,Cancelled
Electronics,5,199.2784238,996.392119,2023-01-03,Credit Card,Refunded
Beauty & Health,4,315.1992817,1260.797127,2023-01-10,Gift Card,Cancelled
Books,5,286.379007,1431.895035,2023-03-28,Credit Card,Cancelled
Electronics,3,111.4377348,334.3132045,2023-02-27,Credit Card,Pending
Electronics,5,402.6611575,2013.305787,2023-03-22,Debit Card,Refunded
Books,5,235.8169224,1179.084612,2023-07-04,Credit Card,Cancelled
Electronics,1,79.40067421,79.40067421,2023-04-03,Debit Card,Completed
Beauty & Health,2,476.48356,952.9671201,2023-01-05,Credit Card,Pending
Home & Kitchen,4,285.0351955,1140.140782,2023-10-06,Credit Card,Pending
Books,3,231.4387575,694.3162725,2023-01-16,Debit Card,Cancelled
Beauty & Health,1,448.4746101,448.4746101,2023-08-31,Debit Card,Cancelled
Electronics,5,81.58146546,407.9073273,2023-12-02,Debit Card,Pending
Books,4,201.8156137,807.2624547,2023-11-04,Debit Card,Refunded
Home & Kitchen,2,249.5496934,499.0993869,2023-07-12,Debit Card,Completed
Books,2,42.09697957,84.19395914,2023-11-24,PayPal,Pending
Clothing,4,68.5707304,274.2829216,2023-05-11,Debit Card,Refunded
Beauty & Health,3,33.72752226,101.1825668,2023-09-22,Gift Card,Cancelled
Clothing,1,422.6367973,422.6367973,2023-04-12,Gift Card,Refunded
Books,4,81.99248735,327.9699494,2023-05-14,Debit Card,Refunded
Clothing,4,227.551497,910.205988,2023-07-12,Debit Card,Pending
Clothing,2,485.2905976,970.5811952,2023-05-03,Credit Card,Pending
Clothing,1,421.8640108,421.8640108,2023-01-18,Credit Card,Completed
Books,2,151.90805,303.8160999,2023-05-22,Gift Card,Cancelled
Home & Kitchen,4,499.8405375,1999.36215,2023-08-20,PayPal,Pending
Beauty & Health,4,84.80454829,339.2181931,2023-09-25,Debit Card,Pending
Books,2,90.4484205,180.896841,2023-08-27,Gift Card,Refunded
Beauty & Health,5,203.3369026,1016.684513,2023-12-30,Debit Card,Refunded
Sports & Outdoors,5,294.2208831,1471.104416,2023-03-07,Credit Card,Pending
Beauty & Health,1,222.7120105,222.7120105,2023-10-21,Credit Card,Refunded
Clothing,5,213.0411367,1065.205684,2023-12-30,Debit Card,Completed
Clothing,3,474.4971624,1423.491487,2023-09-02,Debit Card,Completed
Electronics,3,26.40339402,79.21018206,2023-07-16,PayPal,Completed
Beauty & Health,3,424.6298891,1273.889667,2023-09-08,Gift Card,Cancelled
Home & Kitchen,2,317.1072273,634.2144546,2023-11-21,PayPal,Pending
Home & Kitchen,3,385.7922645,1157.376793,2023-12-19,PayPal,Completed
Sports & Outdoors,3,271.704756,815.1142679,2023-02-14,Credit Card,Pending
Books,3,487.8507448,1463.552234,2023-01-25,Credit Card,Pending
Sports & Outdoors,4,333.6957142,1334.782857,2023-12-01,PayPal,Cancelled
Home & Kitchen,2,189.8012839,379.6025679,2023-08-12,Gift Card,Pending
Clothing,4,154.9655199,619.8620796,2023-09-13,Debit Card,Cancelled
Books,5,390.1079064,1950.539532,2023-09-01,Gift Card,Completed
Beauty & Health,5,275.917262,1379.58631,2023-08-15,Credit Card,Pending
Clothing,1,446.1296037,446.1296037,2023-07-04,Debit Card,Refunded
Beauty & Health,4,261.958519,1047.834076,2023-04-19,Debit Card,Refunded
Sports & Outdoors,2,164.0954603,328.1909207,2023-05-26,Credit Card,Refunded
Sports & Outdoors,2,84.89552115,169.7910423,2023-07-06,Debit Card,Refunded
Sports & Outdoors,4,192.2084571,768.8338283,2023-10-13,Credit Card,Cancelled
Books,2,87.7683453,175.5366906,2023-01-30,Debit Card,Pending
Books,3,205.047273,615.1418189,2023-08-20,PayPal,Pending
Home & Kitchen,5,335.0564182,1675.282091,2023-07-21,PayPal,Cancelled
Home & Kitchen,4,74.29590735,297.1836294,2023-10-03,Credit Card,Cancelled
Home & Kitchen,1,24.3394097,24.3394097,2023-03-28,Debit Card,Completed
Clothing,4,479.7593804,1919.037522,2023-06-16,Debit Card,Refunded
Beauty & Health,5,18.8640107,94.3200535,2023-06-20,PayPal,Cancelled
Clothing,5,62.44771256,312.2385628,2023-03-09,Gift Card,Refunded
Sports & Outdoors,3,214.0161589,642.0484766,2023-09-05,Debit Card,Pending
Sports & Outdoors,3,41.90197786,125.7059336,2023-08-02,PayPal,Pending
Clothing,3,114.7299159,344.1897476,2023-04-12,PayPal,Cancelled
Beauty & Health,3,50.70047423,152.1014227,2023-11-06,Gift Card,Completed
Sports & Outdoors,2,457.9809966,915.9619932,2023-12-06,Gift Card,Completed
Sports & Outdoors,4,369.200375,1476.8015,2023-04-27,Gift Card,Completed
Home & Kitchen,1,340.8530013,340.8530013,2023-07-04,Debit Card,Refunded
Clothing,2,12.80642331,25.61284662,2023-01-29,PayPal,Cancelled
Books,2,347.353715,694.7074299,2023-02-04,PayPal,Refunded
Electronics,2,264.6886777,529.3773554,2023-03-30,Gift Card,Cancelled
Home & Kitchen,1,85.25221352,85.25221352,2023-09-27,Debit Card,Completed
Electronics,2,12.16550391,24.33100783,2023-07-13,PayPal,Pending
Home & Kitchen,5,224.6166921,1123.083461,2023-06-06,Gift Card,Refunded
Home & Kitchen,5,92.01763935,460.0881967,2023-08-03,PayPal,Cancelled
Sports & Outdoors,2,294.5947493,589.1894985,2023-04-04,Credit Card,Refunded
Books,2,58.80083894,117.6016779,2023-10-19,PayPal,Cancelled
Sports & Outdoors,2,305.1250065,610.2500131,2023-05-26,Debit Card,Cancelled
Beauty & Health,3,336.0325947,1008.097784,2023-06-04,Credit Card,Pending
Home & Kitchen,5,459.0012356,2295.006178,2023-06-02,Debit Card,Cancelled
Beauty & Health,5,207.7144605,1038.572303,2023-07-26,Gift Card,Cancelled
Clothing,3,248.4690015,745.4070045,2023-06-29,Debit Card,Cancelled
Clothing,2,288.5276738,577.0553477,2023-12-07,PayPal,Completed
Books,3,191.0324011,573.0972034,2023-12-15,Debit Card,Completed
Sports & Outdoors,1,320.3372604,320.3372604,2023-04-20,PayPal,Completed
Clothing,3,485.2099176,1455.629753,2023-05-07,Credit Card,Completed
Electronics,4,359.1434008,1436.573603,2023-08-28,Credit Card,Cancelled
Home & Kitchen,4,399.3074365,1597.229746,2023-06-06,Credit Card,Completed
Home & Kitchen,1,197.0306965,197.0306965,2023-12-10,Credit Card,Cancelled
Home & Kitchen,2,286.0745519,572.1491037,2023-09-22,Credit Card,Cancelled
Electronics,1,219.5607897,219.5607897,2023-02-22,Debit Card,Pending
Home & Kitchen,4,332.8492395,1331.396958,2023-09-27,Debit Card,Completed
Books,5,452.7253154,2263.626577,2023-11-17,PayPal,Completed
Home & Kitchen,4,451.7686817,1807.074727,2023-12-20,Debit Card,Pending
Clothing,1,209.1185029,209.1185029,2023-05-25,PayPal,Pending
Books,3,12.0564765,36.16942949,2023-11-12,PayPal,Cancelled
Sports & Outdoors,1,11.05852712,11.05852712,2023-06-10,Gift Card,Refunded
Beauty & Health,5,107.6140459,538.0702295,2023-05-13,PayPal,Refunded
Electronics,2,365.3865951,730.7731902,2023-09-17,Credit Card,Refunded
Home & Kitchen,1,95.12992961,95.12992961,2023-04-14,Credit Card,Completed
Books,4,174.3233947,697.2935788,2023-08-30,Debit Card,Refunded
Beauty & Health,3,188.9179029,566.7537088,2023-11-02,Credit Card,Pending
Electronics,2,445.2912489,890.5824978,2023-03-02,PayPal,Completed
Electronics,4,272.395192,1089.580768,2023-08-16,Gift Card,Completed
Sports & Outdoors,4,487.8554858,1951.421943,2023-04-01,PayPal,Cancelled
Electronics,4,13.13769456,52.55077825,2023-03-27,Debit Card,Completed
Books,1,62.24081387,62.24081387,2023-04-10,PayPal,Refunded
Home & Kitchen,4,194.1826591,776.7306364,2023-06-12,Credit Card,Cancelled
Home & Kitchen,4,314.1667976,1256.66719,2023-08-28,Gift Card,Pending
Sports & Outdoors,4,308.7179855,1234.871942,2023-11-24,Gift Card,Pending
Clothing,3,13.76619791,41.29859373,2023-02-28,PayPal,Cancelled
Sports & Outdoors,1,241.2669615,241.2669615,2023-01-15,Credit Card,Refunded
Electronics,3,159.3651173,478.095352,2023-04-23,PayPal,Pending
Electronics,2,444.1264622,888.2529244,2023-02-12,Gift Card,Completed
Books,4,74.08585401,296.3434161,2023-04-18,PayPal,Completed
Clothing,2,148.7216885,297.4433771,2023-09-18,Credit Card,Cancelled
Sports & Outdoors,2,201.5494266,403.0988532,2023-01-01,Gift Card,Completed
Books,3,401.3339434,1204.00183,2023-12-29,Gift Card,Refunded
Beauty & Health,3,47.28337956,141.8501387,2023-10-16,Credit Card,Pending
Books,4,494.1401683,1976.560673,2023-07-02,Debit Card,Cancelled
Electronics,3,469.596658,1408.789974,2023-11-17,Debit Card,Completed
Beauty & Health,3,64.76893278,194.3067983,2023-09-20,Debit Card,Refunded
Electronics,2,422.9876449,845.9752899,2023-06-22,PayPal,Refunded
Home & Kitchen,3,253.3638757,760.0916271,2023-04-25,PayPal,Pending
Books,5,496.5123207,2482.561604,2023-04-10,PayPal,Cancelled
Electronics,5,421.4938399,2107.4692,2023-02-03,PayPal,Cancelled
Electronics,2,163.0750776,326.1501551,2023-08-26,Debit Card,Cancelled
Electronics,5,290.2535417,1451.267708,2023-02-04,Gift Card,Cancelled
Home & Kitchen,2,275.1230124,550.2460249,2023-06-16,Credit Card,Cancelled
Beauty & Health,3,27.77709442,83.33128326,2023-10-03,PayPal,Pending
Clothing,3,90.5492021,271.6476063,2023-09-26,Debit Card,Cancelled
Electronics,1,193.5123243,193.5123243,2023-02-14,Gift Card,Completed
Home & Kitchen,1,462.9216398,462.9216398,2023-08-22,Debit Card,Completed
Books,3,65.17654768,195.529643,2023-09-11,Gift Card,Pending
Sports & Outdoors,1,39.45376305,39.45376305,2023-06-08,Gift Card,Cancelled
Electronics,1,232.7555874,232.7555874,2023-10-05,Credit Card,Refunded
Electronics,3,219.3697591,658.1092772,2023-07-24,Credit Card,Cancelled
Home & Kitchen,5,188.5647224,942.823612,2023-11-14,Debit Card,Refunded
Sports & Outdoors,4,365.8286115,1463.314446,2023-03-18,Gift Card,Completed
Clothing,5,463.03803,2315.19015,2023-07-15,PayPal,Cancelled
Books,2,30.94706975,61.8941395,2023-07-31,Credit Card,Pending
Clothing,3,496.1573007,1488.471902,2023-06-05,PayPal,Completed
Books,3,365.2935841,1095.880752,2023-09-27,PayPal,Refunded
Books,4,109.6595859,438.6383436,2023-06-22,PayPal,Completed
Books,4,393.7671321,1575.068529,2023-05-07,Debit Card,Refunded
Home & Kitchen,4,366.3895423,1465.558169,2023-11-15,Gift Card,Refunded
Electronics,1,372.9861425,372.9861425,2023-01-20,Debit Card,Pending
Sports & Outdoors,4,208.9542267,835.8169068,2023-10-22,Debit Card,Refunded
Home & Kitchen,4,15.74823954,62.99295818,2023-05-26,PayPal,Pending
Sports & Outdoors,3,329.1103478,987.3310433,2023-05-30,Gift Card,Completed
Electronics,2,455.3927477,910.7854955,2023-11-15,Credit Card,Completed
Clothing,4,313.644153,1254.576612,2023-04-24,Gift Card,Completed
Books,2,449.3360242,898.6720484,2023-10-18,Gift Card,Completed
Electronics,3,92.91166086,278.7349826,2023-09-06,Debit Card,Cancelled
Books,4,485.5731021,1942.292408,2023-11-13,Credit Card,Completed
Sports & Outdoors,4,115.8384714,463.3538857,2023-06-27,Gift Card,Cancelled
Home & Kitchen,2,69.47053823,138.9410765,2023-05-17,Credit Card,Pending
Beauty & Health,1,166.6976088,166.6976088,2023-12-21,PayPal,Pending
Books,4,492.8964171,1971.585668,2023-07-20,Gift Card,Refunded
Electronics,3,167.8495636,503.5486907,2023-01-01,Gift Card,Cancelled
Sports & Outdoors,2,337.1903673,674.3807345,2023-05-15,PayPal,Pending
Books,2,473.1559357,946.3118715,2023-08-05,PayPal,Refunded
Home & Kitchen,2,168.1249089,336.2498179,2023-06-01,Credit Card,Cancelled
Sports & Outdoors,3,366.5180349,1099.554105,2023-01-31,Debit Card,Completed
Sports & Outdoors,2,30.46649135,60.93298271,2023-05-27,PayPal,Pending
Books,5,233.2894263,1166.447131,2023-05-23,PayPal,Completed
Sports & Outdoors,1,27.83307888,27.83307888,2023-03-29,Gift Card,Cancelled
Beauty & Health,3,447.152199,1341.456597,2023-09-26,Gift Card,Completed
Clothing,2,31.90689533,63.81379066,2023-12-12,Debit Card,Pending
Home & Kitchen,3,278.4615387,835.3846161,2023-01-10,Credit Card,Completed
Electronics,1,295.8000845,295.8000845,2023-07-20,Debit Card,Refunded
Sports & Outdoors,2,261.1656924,522.3313847,2023-07-22,Debit Card,Cancelled
Books,2,163.031231,326.062462,2023-04-25,Credit Card,Refunded
Home & Kitchen,5,468.0788048,2340.394024,2023-04-22,Credit Card,Pending
Sports & Outdoors,3,38.94828151,116.8448445,2023-07-07,Credit Card,Cancelled
Clothing,1,43.63355814,43.63355814,2023-06-25,Gift Card,Cancelled
Clothing,2,443.5471689,887.0943378,2023-12-13,Debit Card,Refunded
Beauty & Health,4,275.5147487,1102.058995,2023-12-03,Credit Card,Cancelled
Clothing,3,455.095463,1365.286389,2023-12-14,Credit Card,Cancelled
Clothing,1,89.72236184,89.72236184,2023-05-11,Gift Card,Refunded
Beauty & Health,3,158.9187867,476.7563602,2023-04-02,Credit Card,Pending
Sports & Outdoors,5,468.6424317,2343.212158,2023-06-11,Credit Card,Pending
Sports & Outdoors,4,72.02788804,288.1115522,2023-11-19,Debit Card,Pending
Home & Kitchen,3,468.3283182,1404.984955,2023-10-21,Debit Card,Cancelled
Home & Kitchen,1,468.6359491,468.6359491,2023-03-12,Gift Card,Pending
Clothing,3,139.3912996,418.1738989,2023-04-16,Credit Card,Refunded
Clothing,1,179.8280026,179.8280026,2023-01-05,Debit Card,Completed
Home & Kitchen,3,203.6416006,610.9248018,2023-11-04,Credit Card,Completed
Home & Kitchen,1,186.9052386,186.9052386,2023-09-01,Debit Card,Completed
Home & Kitchen,2,13.57978832,27.15957663,2023-12-27,Credit Card,Cancelled
Books,3,179.3137495,537.9412484,2023-11-22,Credit Card,Cancelled
Home & Kitchen,1,359.6127457,359.6127457,2023-08-21,Debit Card,Pending
Beauty & Health,2,123.0685489,246.1370979,2023-09-18,PayPal,Completed
Beauty & Health,4,411.9979076,1647.99163,2023-11-11,Credit Card,Pending
Electronics,4,376.9566557,1507.826623,2023-03-18,PayPal,Completed
Sports & Outdoors,5,246.7230109,1233.615055,2023-06-08,Credit Card,Refunded
Clothing,4,69.97492713,279.8997085,2023-11-06,PayPal,Pending
Electronics,5,158.6820805,793.4104026,2023-09-20,Debit Card,Pending
Beauty & Health,1,466.2181661,466.2181661,2023-09-16,Gift Card,Cancelled
Beauty & Health,1,228.1651384,228.1651384,2023-03-23,Credit Card,Refunded
Clothing,2,69.35876288,138.7175258,2023-10-04,Credit Card,Cancelled
Home & Kitchen,2,311.8108269,623.6216538,2023-06-18,Gift Card,Refunded
Beauty & Health,4,92.60132288,370.4052915,2023-12-16,PayPal,Cancelled
Clothing,1,298.2547371,298.2547371,2023-07-10,Gift Card,Completed
Sports & Outdoors,1,66.96570752,66.96570752,2023-11-15,PayPal,Completed
Books,4,328.2176162,1312.870465,2023-11-11,Debit Card,Pending
Home & Kitchen,3,337.7119644,1013.135893,2023-06-16,Debit Card,Pending
Clothing,3,330.0853643,990.2560928,2023-01-18,Debit Card,Refunded
Beauty & Health,4,33.98685409,135.9474164,2023-07-29,Debit Card,Cancelled
Clothing,4,493.1512152,1972.604861,2023-03-21,PayPal,Cancelled
Clothing,5,202.4252354,1012.126177,2023-06-16,PayPal,Refunded
Electronics,5,344.9131791,1724.565895,2023-09-11,PayPal,Refunded
Clothing,3,80.52395647,241.5718694,2023-04-23,Gift Card,Completed
Electronics,3,218.5261599,655.5784798,2023-09-30,PayPal,Completed
Books,1,241.018873,241.018873,2023-02-03,Debit Card,Refunded
Home & Kitchen,2,466.4103401,932.8206803,2023-10-21,Debit Card,Refunded
Beauty & Health,3,114.7650775,344.2952326,2023-07-12,Debit Card,Refunded
Electronics,3,122.2600772,366.7802317,2023-10-23,Debit Card,Cancelled
Sports & Outdoors,3,179.5686955,538.7060864,2023-02-14,PayPal,Cancelled
Electronics,2,491.1239288,982.2478576,2023-10-19,Credit Card,Cancelled
Home & Kitchen,3,369.3675444,1108.102633,2023-10-28,Credit Card,Pending
Sports & Outdoors,5,197.2431991,986.2159957,2023-08-16,Credit Card,Completed
Clothing,2,98.81678046,197.6335609,2023-08-31,Gift Card,Refunded
Books,3,196.7549153,590.2647458,2023-09-17,Credit Card,Cancelled
Beauty & Health,3,284.3805596,853.1416788,2023-04-18,Credit Card,Cancelled
Beauty & Health,4,203.4140245,813.656098,2023-09-01,Debit Card,Refunded
Books,5,177.7389621,888.6948104,2023-04-06,Gift Card,Pending
Electronics,2,219.6511448,439.3022896,2023-05-08,Credit Card,Refunded
Books,3,104.1524023,312.457207,2023-07-11,Gift Card,Pending
Home & Kitchen,5,186.183136,930.9156801,2023-10-15,Credit Card,Pending
Clothing,5,494.4653445,2472.326723,2023-02-14,Debit Card,Refunded
Home & Kitchen,3,143.0273117,429.081935,2023-08-08,PayPal,Refunded
Clothing,5,160.0620749,800.3103743,2023-10-08,Debit Card,Pending
Beauty & Health,5,462.2669383,2311.334691,2023-07-07,PayPal,Pending
Electronics,2,29.95927641,59.91855281,2023-04-21,Debit Card,Refunded
Beauty & Health,5,167.7929147,838.9645734,2023-06-05,Debit Card,Refunded
Clothing,2,401.9461551,803.8923102,2023-03-20,Credit Card,Cancelled
Sports & Outdoors,1,242.9270313,242.9270313,2023-06-07,PayPal,Completed
Sports & Outdoors,1,104.7360646,104.7360646,2023-11-16,Debit Card,Refunded
Clothing,1,243.3923853,243.3923853,2023-01-16,Debit Card,Completed
Home & Kitchen,1,133.9878325,133.9878325,2023-06-16,Debit Card,Completed
